row_id,feature,target
0,2.981457242637725,5.393126956529509
1,4.073529181630092,5.842600993747243
2,9.272825908214008,7.384453871494535
3,0.7051371353839309,4.606202820279539
4,7.241642738584452,6.553693245621334
5,6.967638342344067,6.469741264721176
6,0.0732636188823177,4.42558761202632
7,8.505408933981936,7.211565892402088
8,9.340069277679172,8.336211128833183
9,4.524799749225547,6.381372499454072
10,5.601959310773118,6.027687804947554
11,3.547572259837345,5.996329329129872
12,8.550239825007488,6.687043703881467
13,6.008776669164343,7.169829100079065
14,9.609081707971413,7.598028838127954
15,1.3169702440982256,5.649040015555165
16,6.905707722950186,6.421354863736708
17,4.542515722776484,6.4631297897741655
18,6.804721820418277,7.1132042688116695
19,2.64916157825282,6.0358866787165955
20,7.428810102982667,6.39579754313053
21,0.8103312053060396,4.915918183658368
22,7.795934602025836,7.19968598998415
23,4.30864603766604,6.34167496021229
24,8.797232965344042,7.390410001443188
25,5.5922907492102025,6.707108329225725
26,0.15479435354627036,4.204209595329098
27,7.183540499995026,6.436539830959788
28,7.479227239869437,6.543060789516632
29,5.212975265567418,5.563884773036056
30,7.170329122719337,6.994387872116778
31,4.090810801149374,5.970628470461055
32,9.464012631254906,6.860856429952331
33,0.7403909258190666,5.142468614542201
34,7.199523037907348,7.318571351586252
35,3.5494590656843314,5.490177124411048
36,8.831651229261002,7.55163260557226
37,5.3067608930522425,5.445604395921455
38,7.57077214790958,6.694543286563657
39,4.84624084636596,5.631035909416128
40,1.8687848010409658,5.421046780564183
41,6.636892306926976,6.925188346197491
42,8.790419768415527,7.458035959354859
43,2.376661699935898,5.01515935397284
44,8.767696138636186,7.004823307515979
45,8.356433101487665,6.932002872229094
46,3.5877244645100537,5.6928076087357145
47,0.05333700088714255,4.786179747194531
48,4.012932402913519,5.253644907689776
49,6.415337618075869,6.783397488880254
50,1.0723532056756857,5.196714423399582
51,0.9446850079258995,4.179056927351318
52,8.948372698735717,7.951671782907657
53,4.457589522566012,6.833530578931491
54,3.958750103565306,5.344636472496982
55,6.5219130475414655,6.550008255125938
56,8.748701595171129,7.048930691637126
57,1.9761761930130706,5.078542019087724
58,0.6873039026037986,4.28640634283376
59,9.785891308091582,7.5101592482439825
60,8.3653836099704,7.517770672569873
61,4.834237875808096,5.825738730007609
62,0.6103167747628646,4.837546044659704
63,0.17390659384270424,4.820332889497471
64,9.923851141424134,8.022064876906423
65,3.27252340572275,5.9114460912392595
66,9.61393526211668,7.2775270796851625
67,5.553108828473655,6.610666625918267
68,8.702167383389622,7.5610456045417616
69,5.563040640997359,6.46604711302189
70,7.2073753922651225,6.712942363275385
71,5.695662859384268,6.50874348643398
72,8.791262385159902,7.55136104752128
73,9.377473046286768,6.464266870107326
74,6.858905537107788,6.719691078662862
75,9.972498520891715,7.356095292815223
76,3.739997957598198,5.853439122001563
77,1.5958176819311543,4.666660425388259
78,4.252858495633226,5.8955161877268845
79,7.880642381872125,7.219129430878552
80,2.4024261994779703,5.33038424570277
81,0.15745553485583375,4.688013930072955
82,7.696815609328733,6.831881457722693
83,2.849141742528988,4.841480304285345
84,1.5110244497558711,5.572214065484845
85,4.737092801671967,6.263666983938952
86,3.1981564543985694,6.218881737024048
87,1.2490810054153578,4.80068723085181
88,4.6522569806987875,6.56182566464584
89,6.652989525148492,6.240969778784403
90,4.125382464336945,5.463458207143907
91,9.023479700929231,6.933142934186521
92,7.122247913291506,7.046651468559622
93,5.147630040043712,6.726552951780025
94,8.242811603983176,7.491647883630614
95,1.7551359980311976,4.965857660491777
96,3.5602656201207306,5.199556133389082
97,8.985171524893914,6.646968204967381
98,3.398950540604948,5.482734016781412
99,1.4712812027509603,5.366932382312026
100,5.787184980485698,6.357744328028779
101,5.949285052044998,6.319164307615922
102,9.274735059357496,7.3774633714998465
103,4.280499935989967,6.023835992413815
104,7.994765065743996,6.943648701304831
